Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,,OS,Chipset,CPU,GPU,Card slot,Internal,_1,Triple,Features,Video,Dual,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Infrared port,Radio,USB,Sensors,Type_1,Charging,Colors,_1_1,Models,Price,Quad,Single,Performance,Display,Camera,Loudspeaker_1,Battery life,GPRS,EDGE,Build,4GB,Single_1,Dual_1,Protection,128GB 4GB RAM,256GB 8GB RAM,128GB 8GB RAM,128GB 6GB RAM,Audio quality,256GB 6GB RAM,Triple_1,64GB 3GB RAM,64GB 4GB RAM,64GB 6GB RAM,SAR EU,SAR,Stand-by,Talk time,Keyboard,Browser,Alert types,Music play,Phonebook,Call records,Messaging,Games,Java,Stand-by_1,Talk time_1,Penta,256GB 12GB RAM,512GB 8GB RAM,4GB 32MB RAM,32GB 2GB RAM,Five,32GB 3GB RAM,16GB 2GB RAM,32GB 4GB RAM
b'huawei',b'Huawei MediaPad M5 lite',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-mediapad-m5-lite.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 800 / 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 18, 19, 20, 26, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2018, September'","b'Available. Released 2018, October'",b'243.4 x 162.2 x 7.7 mm (9.58 x 6.39 x 0.30 in)',b'475 g (1.05 lb)',b'Nano-SIM',b'IPS LCD',"b'10.1 inches, 295.8 cm2 (~74.9% screen-to-body ratio)'","b'1920 x 1200 pixels, 16:10 ratio (~224 ppi density)'",b'Stylus support',"b'Android 8.0 (Oreo), EMUI 8'",b'Kirin 659 (16 nm)',b'Octa-core (4x2.36 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53)',b'Mali-T830 MP2',b'microSDXC (dedicated slot)',"b'32GB 3GB RAM, 64GB 4GB RAM'",b'eMMC 5.1',,,b'1080p@30fps',,,b'1080p@30fps',"b'Yes, with stereo speakers (4 speakers)'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,b'No',b'USB Type-C 2.0',"b'Fingerprint (front-mounted), accelerometer, proximity, compass'","b'Li-Po 7500 mAh, non-removable'",b'Fast charging 18W',"b'Space Gray, Champagne Gold'",,"b'BAH2-L09, BAH2-W09, BAH2-W19'",b'About 200 EUR',,"b'8 MP, AF'",,,,,,,,"b'Glass front, aluminum back, aluminum frame'",,b'8 MP',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Y9 (2019)',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-y9-2019-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2018, October 01'","b'Available. Released 2018, October 01'",b'162.4 x 77.1 x 8.1 mm (6.39 x 3.04 x 0.32 in)',b'173 g (6.10 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.5 inches, 103.7 cm2 (~82.8% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~396 ppi density)'",b'eMMC 5.1',"b'Android 8.1 (Oreo), EMUI 8.2'",b'Kirin 710 (12 nm)',b'Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC (dedicated slot)',"b'64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM'",,,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, f/1.8, PDAF 2 MP, f/2.4, (depth)'",b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 \xd0\xb0/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 4000 mAh, non-removable'",b'Charging 10W',"b'Midnight Black, Sapphire Blue, Aurora Purple'",,"b'JKM-LX1, JKM-LX2, JKM-LX3, JKM-AL00, JKM-TL00, JKM-AL00a, JKM-AL00b'","b'$\xe2\x80\x89479.99 / \xe2\x82\xb9\xe2\x80\x8915,990'",,,,,,,,,,"b'Glass front, plastic back, plastic frame'",,,"b'16 MP, f/2.0 2 MP, f/2.4, depth sensor'",,,,,,,,,,b'$\xe2\x80\x89479.99',,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Mate 20 lite',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-mate-20-lite-r1.jpg',b'GSM / HSPA / LTE',"b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (SNE-LX1 DS, SNE-LX3 DS, INE-LX2)'","b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - SNE-LX1, SNE-LX3'","b'1, 3, 7, 8, 20 - SNE-LX1'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps'","b'2018, August'","b'Available. Released 2018, September'",b'158.3 x 75.3 x 7.6 mm (6.23 x 2.96 x 0.30 in)',b'172 g (6.07 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.3 inches, 97.4 cm2 (~81.7% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)'",b'HSDPA 850 / 900 / 1900 / 2100 - SNE-LX2',"b'Android 8.1 (Oreo), upgradable to Android 10, EMUI 10.0'",b'Kirin 710 (12 nm)',b'Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC (uses shared SIM slot)',"b'64GB 4GB RAM, 64GB 6GB RAM'","b'1, 3, 5, 7, 8, 18, 19, 28, 38, 40, 41 - SNE-LX2, INE-LX2'",,"b'LED flash, panorama, HDR'",b'1080p@30fps',"b'20 MP, f/1.8, 27mm (wide), PDAF 2 MP, (depth)'",b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes (SNE-LX1 only)',,b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 3750 mAh, non-removable'",b'Fast charging 18W',"b'Sapphire Blue, Black, Platinum gold'",b'eMMC 5.1',"b'SNE-AL00, SNE-LX1, SNE-LX2, SNE-LX3, INE-LX2'",b'\xe2\x82\xac\xe2\x80\x89249.99 / \xc2\xa3\xe2\x80\x89159.85',,,b'AnTuTu: 136583 (v7) GeekBench: 5574 (v4.4) GFXBench: 6.7fps (ES 3.1 onscreen)',"b'Contrast ratio: 1470:1 (nominal), 3.051 (sunlight)'",b'Photo / Video',b'Voice 67dB / Noise 70dB / Ring 84dB',b'Endurance rating 97h',,,"b'Glass front, glass back, aluminum frame'",,,"b'24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9\xc2\xb5m 2 MP, depth sensor'",,,,,,b'Noise -94.7dB / Crosstalk -73.1dB',,,,b'\xe2\x82\xac\xe2\x80\x89249.99',,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei P Smart+ 2019',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-p-smart-plus-2019-starlight-blue.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 7, 8, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps'","b'2018, July'","b'Available. Released 2018, August'",b'155.2 x 73.4 x 8 mm (6.11 x 2.89 x 0.31 in)',b'160 g (5.64 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.21 inches, 94.7 cm2 (~83.1% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~415 ppi density)'",,"b'Android 9.0 (Pie), EMUI 9, Google Play Services'",b'Kirin 710 (12 nm)',b'Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC (uses shared SIM slot)',b'64GB 3GB RAM',,"b'24 MP, PDAF 16 MP, (ultrawide) 2 MP, (depth)'","b'LED flash, HDR, panorama'",b'1080p@30/60fps',,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 3400 mAh, non-removable'",b'Charging 10W',"b'Starlight Blue, Midnight Black'",,b'POT-LX1T',b'About 260 EUR',,b'8 MP',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei nova 3i',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-3i.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 7, 8, 28, 38, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps'","b'2018, July 18'","b'Available. Released 2018, July 27'",b'157.6 x 75.2 x 7.6 mm (6.20 x 2.96 x 0.30 in)',b'169 g (5.96 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.3 inches, 97.4 cm2 (~82.2% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)'",b'eMMC 5.1',"b'Android 8.1 (Oreo), upgradable to Android 9.0 (Pie), EMUI 9.0'",b'Kirin 710 (12 nm)',b'Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC (uses shared SIM slot)',"b'64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM'",,,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'16 MP, f/2.2, PDAF 2 MP, (depth)'",b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE, EDR, aptX HD'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 3340 mAh, non-removable'",b'Charging 10W',"b'Black, Pearl White, Iris Purple'",,"b'INE-LX1, INE-LX1r, INE-LX1, Sydney 6353, INE-LX2r, INE-AL00, INE-TL00'",b'About 220 EUR',,,,,,,,,,"b'Glass front, plastic back, plastic frame'",,,"b'24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9\xc2\xb5m 2 MP, depth sensor'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei nova 3',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-nova3.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM only)',"b'HSDPA 850 / 900 / 1900 / 2100 - PAR-LX1M, PAR-LX1, PAR-TL20'","b'1, 3, 5, 7, 8, 20 - PAR-LX1M, PAR-LX1'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat16 1024/150 Mbps'","b'2018, July'","b'Available. Released 2018, August'",b'157 x 73.7 x 7.3 mm (6.18 x 2.90 x 0.29 in)',b'166 g (5.86 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.3 inches, 97.4 cm2 (~84.2% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)'",b'CDMA 800 & TD-SCDMA - PAR-TL20',"b'Android 8.1 (Oreo), upgradable to Android 9.0 (Pie), EMUI 9.1'",b'Kirin 970 (10 nm)',b'Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53)',b'Mali-G72 MP12',b'microSDXC (uses shared SIM slot)',"b'64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM'",b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - PAR-LX9',,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS)'","b'16 MP, 27mm (wide), f/1.8, PDAF 24 MP B/W, 27mm (wide), f/1.8, PDAF'",b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE, EDR, aptX HD'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes (PAR-LX1 model only)',,b'No',b'USB Type-C 2.0',"b'Infrared face recognition, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3750 mAh, non-removable'",b'Fast charging 18W',"b'Iris Purple, Airy blue, Primrose Gold, Red, Black'","b'1, 3, 5, 8, 34, 38, 39, 40, 41 - PAR-AL00'","b'PAR-AL00, PAR-LX1M, PAR-LX1, PAR-LX9, PAR-TL20, PAR-TL00'",b'About 350 EUR',,,,,,,,,,"b'Glass front, glass back, aluminum frame'",,,"b'24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9\xc2\xb5m 2 MP, depth sensor'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Watch 2 2018',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-watch-2-2018-.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800',b'HSDPA 900 / 1900 / 2100',"b'1, 3, 7, 8, 39, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2018, May'","b'Available. Released 2018, May'",b'48.9 x 45 x 12.6 mm (1.93 x 1.77 x 0.50 in)',b'57 g (2.01 oz)',"b'Nano-SIM, eSIM'",b'OLED',"b'1.2 inches, 9.2 cm2 (~42.0% screen-to-body ratio)'","b'390 x 390 pixels, 1:1 ratio (~326 ppi density)'",b'IP68 dust/water resistant (up to 1.5m for 30 mins) Compatible with standard 20mm straps',"b'Android Wear OS 2.0, upgradable to 2.1'",b'Qualcomm MSM8909W Snapdragon Wear 2100',b'Quad-core 1.1 GHz Cortex-A7',b'Adreno 304',b'No',b'4GB 768MB RAM',b'eMMC 4.5',,,,,,,b'Yes',b'No',b'Wi-Fi 802.11 b/g/n',"b'4.1, LE, EDR'","b'Yes, with A-GPS, GLONASS'",b'Yes',,b'No',b'No',"b'Accelerometer, gyro, heart rate, barometer, compass'","b'Li-Ion 420 mAh, non-removable'",b'Charging 10W',"b'Dynamic Orange, Carbon Black, Concrete Grey'",b'MP3 player Photo viewer Voice dial/commands',,b'About 270 EUR',,,,,,,,,,,,,,b'Corning Gorilla Glass (unspecified version)',,,,,,,,,,,,,b'Up to 48 h (mixed usage)',,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Y5 Prime (2018)',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-y5-prime-2018-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2018, May'","b'Available. Released 2018, June'",b'146.5 x 70.9 x 8.3 mm (5.77 x 2.79 x 0.33 in)',b'142 g (5.01 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'LCD',"b'5.45 inches, 76.7 cm2 (~73.8% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~295 ppi density)'",b'eMMC 5.1',"b'Android 8.1 (Oreo), EMUI 8'",b'Mediatek MT6739 (28 nm)',b'Quad-core 1.5 GHz Cortex-A53',b'PowerVR GE8100',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',,,"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'LED flash',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'v4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',,b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 3020 mAh, non-removable'",,"b'Black, Gold, Blue'",,"b'DRA-LX2, DUA-LX2, DRA-L01, DUA-L21, DRA-L21, DRA-LX3, DRA-AL00, DRA-TL00, ATU-AL10'",b'About 100 EUR',,"b'13 MP, f/2.0, AF'",,,,,,,,"b'Glass front, plastic back, plastic frame'",,b'5 MP',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Y3 (2018)',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-y3-2018.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2018, May'","b'Available. Released 2018, May'",b'145.1 x 73.7 x 9.5 mm (5.71 x 2.90 x 0.37 in)',b'175 g (6.17 oz)',"b'Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~64.4% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'eMMC 5.0',b'Android 8.0 Oreo (Go edition)',b'Mediatek MT6737M (28 nm)',b'Quad-core 1.1 GHz Cortex-A53',b'Mali-T720MP2',b'microSDXC (dedicated slot)',b'8GB 1GB RAM',,,b'LED flash',b'720p@30fps',,,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',,b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2280 mAh, non-removable'",,"b'Gold, White, Gray'",,"b'CAG-L02, CAG-L22, CAG-L23, CAG-L03'",b'About 90 EUR',,"b'8 MP, f/2.0, AF'",,,,,,,,"b'Glass front, plastic back, plastic frame'",,b'2 MP',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Y6 Prime (2018)',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-y6-prime-2018.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2018, April'","b'Available. Released 2018, May'",b'152.4 x 73 x 7.8 mm (6.00 x 2.87 x 0.31 in)',b'150 g (5.29 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'S-IPS LCD',"b'5.7 inches, 83.8 cm2 (~75.4% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~282 ppi density)'",b'eMMC 5.1',"b'Android 8.0 (Oreo), EMUI 8'",b'Qualcomm MSM8917 Snapdragon 425 (28 nm)',b'Quad-core 1.4 GHz Cortex-A53',b'Adreno 308',b'microSDXC (dedicated slot)',"b'16GB 2GB RAM, 32GB 3GB RAM'",,,"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'LED flash',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'v4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes (ATU-L11 only)',,b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Ion 3000 mAh, non-removable'",,"b'Black, Gold, Blue'",,"b'ATU-L31, ATU-L42'",b'About 140 EUR',,"b'13 MP, PDAF'",,,,,,,,,,b'8 MP',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Y6 (2018)',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-y6-2018.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2018, April'","b'Available. Released 2018, May'",b'152.4 x 73 x 7.8 mm (6.00 x 2.87 x 0.31 in)',b'150 g (5.29 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'S-IPS LCD',"b'5.7 inches, 83.8 cm2 (~75.4% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~282 ppi density)'",b'eMMC 5.1',"b'Android 8.0 (Oreo), EMUI 8'",b'Qualcomm MSM8917 Snapdragon 425 (28 nm)',b'Quad-core 1.4 GHz Cortex-A53',b'Adreno 308',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',,,"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'LED flash',b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'v4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes (ATU-L11 only)',,b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 3000 mAh, non-removable'",,"b'Black, Gold, Blue'",,"b'ATU-L11, ATU-LX3, ATU-L21, ATU-L22'",b'About 150 EUR',,"b'13 MP, PDAF'",,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Mate RS Porsche Design',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-mate-rs-porsche-design-1.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat18 1200/150 Mbps'","b'2018, March'","b'Available. Released 2018, April'",b'152.9 x 72.5 x 8.5 mm (6.02 x 2.85 x 0.33 in)',b'183 g (6.46 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'OLED',"b'6.0 inches, 92.6 cm2 (~83.5% screen-to-body ratio)'","b'1440 x 2880 pixels, 18:9 ratio (~538 ppi density)'",b'IP67 dust/water resistant (up to 1m for 30 mins)',"b'Android 8.1 (Oreo), EMUI 9.1'",b'Kirin 970 (10 nm)',b'Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53)',b'Mali-G72 MP12',b'No',"b'256GB 6GB RAM, 512GB 6GB RAM'",b'UFS 2.1',"b'40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF, Laser AF, OIS 8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom 20 MP B/W, f/1.6, 27mm (wide), 1/2.7"", AF'","b'Leica optics, dual-LED dual-tone flash, HDR, panorama'","b'4K@30fps, 1080p, 720p@960fps'",,,b'1080p@30fps',"b'Yes, with stereo speakers'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE, EDR, aptX HD'","b'Yes, with A-GPS, GLONASS, GALILEO'",b'Yes',b'Yes',b'No',b'USB Type-C 3.1',"b'Fingerprints (rear-mounted and under display, optical), accelerometer, gyro, proximity, compass, barometer'","b'Li-Po 4000 mAh, non-removable'","b'Fast charging 22.5W, 58% in 30 min (advertised) Qi wireless charging'","b'Black, Red'",b'32-bit/384kHz audio',"b'NEO-L29, NEO-AL00'",b'About 1300 EUR',,"b'24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9\xc2\xb5m, AF'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
