Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,,OS,Chipset,CPU,GPU,Card slot,Internal,_1,Triple,Features,Video,Dual,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Infrared port,Radio,USB,Sensors,Type_1,Charging,Colors,_1_1,Models,Price,Quad,Single,Performance,Display,Camera,Loudspeaker_1,Battery life,GPRS,EDGE,Build,4GB,Single_1,Dual_1,Protection,128GB 4GB RAM,256GB 8GB RAM,128GB 8GB RAM,128GB 6GB RAM,Audio quality,256GB 6GB RAM,Triple_1,64GB 3GB RAM,64GB 4GB RAM,64GB 6GB RAM,SAR EU,SAR,Stand-by,Talk time,Keyboard,Browser,Alert types,Music play,Phonebook,Call records,Messaging,Games,Java,Stand-by_1,Talk time_1,Penta,256GB 12GB RAM,512GB 8GB RAM,4GB 32MB RAM,32GB 2GB RAM,Five,32GB 3GB RAM,16GB 2GB RAM,32GB 4GB RAM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Watch GT 2',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-watch-gt2-.jpg',b'No cellular connectivity',b'N/A',b'N/A',b'N/A',,b'No',"b'2019, September'","b'Available. Released 2019, October'",b'45.9 x 45.9 x 10.7 mm (1.81 x 1.81 x 0.42 in)',b'41 g (1.45 oz)',b'No',b'OLED',"b'1.39 inches, 12.5 cm2 (~59.4% screen-to-body ratio)'","b'454 x 454 pixels, 1:1 ratio (~326 ppi density)'",b'50m water resistant',b'Huawei wearable platform',,,,b'No',b'4GB 32MB RAM',b'eMMC',,,,,,,b'Yes (46mm only)',b'No',b'No',"b'5.1, LE, EDR'","b'Yes, with GLONASS, GALILEO'",b'Yes (China only)',,b'No',b'No',"b'Accelerometer, gyro, heart rate, barometer, compass'","b'Li-Ion 455 mAh, non-removable'",,"b'Titanium Grey Stainless Steel, Black Stainless Steel, Stainless Steel'",b'Only 46mm series support Bluetooth calling',"b'LTN-B19, DAN-B19'",b'$\xe2\x80\x89157.00 / \xe2\x82\xac\xe2\x80\x89129.00',,,,,,,,b'No',b'No',"b'Glass front, ceramic back, stainless steel frame'",b'$\xe2\x80\x89157.00',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei nova 5i Pro',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-5i-pro.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 2100',"b'1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, July'","b'Available. Released 2019, July'",b'156.1 x 73.9 x 8.3 mm (6.15 x 2.91 x 0.33 in)',b'178 g (6.28 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.26 inches, 96.2 cm2 (~83.4% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~412 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 9.0 (Pie), EMUI 9.1'",b'Kirin 810 (7 nm)',b'Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55)',b'Mali-G52 MP6',"b'NM (Nano Memory), up to 256GB (uses shared SIM slot)'","b'128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM'",,,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30fps'",,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, QZSS, BDS'",b'No',,b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",b'Fast charging 20W',"b'Black, Aurora, Emerald Green'",,"b'SPN-AL00, SPN-TL00'",b'About 290 EUR',"b'48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'","b'32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'",,,,,,,,"b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Enjoy 10 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-enjoy-10-plus.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps'","b'2019, September'","b'Available. Released 2019, September'",b'163.5 x 77.3 x 8.8 mm (6.44 x 3.04 x 0.35 in)',b'163.5 g (5.78 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.59 inches, 106.6 cm2 (~84.3% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 9.0 (Pie), EMUI 9.1'",b'Kirin 710F (12 nm)',b'Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC (uses shared SIM slot)',"b'128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM'",b'CDMA2000 1xEV-DO',"b'48 MP, f/1.8, (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.4, 13mm (ultrawide) 2 MP, f/2.4, (depth)'","b'LED flash, HDR, panorama'",b'1080p@30fps',,,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot - STK-AL00Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot - STK-TL00'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",b'Charging 10W',"b'Red Tea Orange, Emerald, Gradient, Magic Night Black'",b'UFS 2.1',"b'STK-AL00, STK-TL00'",b'About 190 EUR',,"b'Motorized pop-up 16 MP, f/2.2'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei nova 5T',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-5t.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, August 27'","b'Available. Released 2019, September 05'",b'154.3 x 74 x 7.8 mm (6.07 x 2.91 x 0.31 in)',b'174 g (6.14 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.26 inches, 96.2 cm2 (~84.2% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~412 ppi density)'",b'UFS 2.1',"b'Android 9.0 (Pie), upgradable to Android 10, EMUI 10'",b'Kirin 980 (7 nm)',b'Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55)',b'Mali-G76 MP10',b'No',"b'128GB 6GB RAM, 128GB 8GB RAM'",b'32-bit/192kHz audio',,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60fps; gyro-EIS'",,b'HDR',"b'1080p@30fps, gyro-EIS'",b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, aptX HD, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'Yes',,b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3750 mAh, non-removable'","b'Fast charging 22.5W, 50% in 24 min (advertised)'","b'Black, Crush Blue, Midsummer Purple, Crush Green'",,"b'YAL-L21, YAL-L61, YAL-L71, YAL-L61D'",b'$\xe2\x80\x89298.49 / \xe2\x82\xac\xe2\x80\x89244.90 / \xc2\xa3\xe2\x80\x89349.99',"b'48 MP, f/1.8, 28mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 16 MP, f/2.2, 13mm (ultrawide), 1/3.1"" 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'","b'32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'","b'AnTuTu: 313024 (v7), 395503 (v8) GeekBench: 10013 (v4.4), 2504 (v5.1) GFXBench: 29fps (ES 3.1 onscreen)'",,,,,,,"b'Glass front, glass back, aluminum frame'",,,,,,,b'$\xe2\x80\x89304.99',b'$\xe2\x80\x89298.49',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei MediaPad M6 10.8',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-mediapad-m6-108.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',b'LTE (unspecified)',,"b'HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/75 Mbps'","b'2019, June'","b'Available. Released 2019, July 10'",b'257 x 170 x 7.2 mm (10.12 x 6.69 x 0.28 in)',b'498 g (1.10 lb)',b'Nano-SIM',b'IPS LCD',"b'10.8 inches, 338.2 cm2 (~77.4% screen-to-body ratio)'","b'2560 x 1600 pixels, 16:10 ratio (~280 ppi density)'",b'Stylus support',"b'Android 9.0 (Pie), EMUI 9.1'",b'Kirin 980 (7 nm)',b'Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55)',b'Mali-G76 MP10',b'microSDXC (dedicated slot)',"b'64GB 4GB RAM, 128GB 4GB RAM'",b'UFS 2.1',,"b'LED flash, HDR, panorama'",b'1080p@30fps',,,b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',,b'No',"b'USB Type-C 2.0, magnetic connector'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 7500 mAh, non-removable'",,b'Champagne Gold',b'Tuned by Harman Kardon',,b'About 300 EUR',,"b'13 MP, PDAF'",,,,,,,,,,b'8 MP',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei MediaPad M6 Turbo 8.4',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-mediapad-m6-turbo.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/75 Mbps'","b'2019, September'","b'Available. Released 2019, September'",b'206.4 x 125.2 x 8.2 mm (8.13 x 4.93 x 0.32 in)',b'340 g (11.99 oz)',b'Nano-SIM',b'IPS LCD',"b'8.4 inches, 204.6 cm2 (~79.2% screen-to-body ratio)'","b'2560 x 1600 pixels, 16:10 ratio (~359 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 9.0 (Pie), EMUI 9.1'",b'Kirin 980 (7 nm)',b'Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55)',b'Mali-G76 MP10',b'microSDXC (dedicated slot)',b'128GB 6GB RAM',b'UFS 2.1',,"b'LED flash, HDR, panorama'",b'1080p@30fps',,,b'1080p@30fps',"b'Yes, with stereo speakers'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Accelerometer, gyro, proximity, compass'","b'Li-Po 6100 mAh, non-removable'",,"b'Phantom Red, Phantom Blue'",b'Tuned by Harman Kardon',"b'VRD-AL10, VRD-W10, VRD-W09'",b'About 350 EUR',,"b'13 MP, f/1.8, PDAF'",,,,,,,,,,"b'8 MP, f/2.0'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei MediaPad M6 8.4',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-mediapad-m6-84.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',b'LTE (unspecified)',,"b'HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/75 Mbps'","b'2019, June'","b'Available. Released 2019, July'",b'206.4 x 125.2 x 7.4 mm (8.13 x 4.93 x 0.29 in)',b'320 g (11.29 oz)',b'Nano-SIM',b'IPS LCD',"b'8.4 inches, 204.6 cm2 (~79.2% screen-to-body ratio)'","b'2560 x 1600 pixels, 16:10 ratio (~359 ppi density)'",b'UFS 2.1',"b'Android 9.0 (Pie), EMUI 9.1'",b'Kirin 980 (7 nm)',b'Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55)',b'Mali-G76 MP10',b'microSDXC (dedicated slot)',"b'64GB 4GB RAM, 128GB 4GB RAM'",b'Tuned by Harman Kardon',,"b'LED flash, HDR, panorama'",b'1080p@30fps',,,b'1080p@30fps',"b'Yes, with stereo speakers'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',,b'No',b'USB Type-C 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Po 6100 mAh, non-removable'",,b'Champagne Gold',,,b'About 260 EUR',,"b'13 MP, PDAF'",,,,,,,,,,b'8 MP',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei nova 5 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-5-pro-new.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 2100',"b'1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, June'","b'Available. Released 2019, June'",b'157.4 x 74.8 x 7.3 mm (6.20 x 2.94 x 0.29 in)',b'171 g (6.03 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'OLED',"b'6.39 inches, 100.2 cm2 (~85.1% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 9.0 (Pie), EMUI 9.1'",b'Kirin 980 (7 nm)',b'Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55)',b'Mali-G76 MP10',"b'NM (Nano Memory), up to 256GB (uses shared SIM slot)'","b'128GB 8GB RAM, 256GB 8GB RAM'",b'UFS 2.1',,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30fps'",,b'HDR',b'1080p@30fps',b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',,b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 3500 mAh, non-removable'","b'Fast charging 40W, 85% in 30 min (advertised)'","b'Black, Purple, Green, Orange'",,"b'SEA-AL10, SEA-TL10'",b'About 390 EUR',"b'48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 16 MP, f/2.2, (wide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'","b'32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'",,,,,,,,"b'Glass front, glass back, aluminum frame'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei nova 5',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-5-.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 2100',"b'1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, June'","b'Available. Released 2019, June'",b'157.4 x 74.8 x 7.3 mm (6.20 x 2.94 x 0.29 in)',b'171 g (6.03 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'OLED',"b'6.39 inches, 100.2 cm2 (~85.1% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 9.0 (Pie), EMUI 9.1'",b'Kirin 810 (7 nm)',b'Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55)',b'Mali-G52 MP6',"b'NM (Nano Memory), up to 256GB (uses shared SIM slot)'",b'128GB 8GB RAM',,,"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'HDR',b'1080p@30fps',b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 3500 mAh, non-removable'","b'Fast charging 40W, 85% in 30 min (advertised)'","b'Black, Purple, Green'",,"b'SEA-AL00, SEA-TL00'",b'About 360 EUR',"b'48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 16 MP, f/2.2, (wide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'","b'32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'",,,,,,,,"b'Glass front, glass back, aluminum frame'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei nova 5i',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-p20-lite-2019-.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 2100',"b'1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, June'","b'Available. Released 2019, June'",b'159.1 x 75.9 x 8.3 mm (6.26 x 2.99 x 0.33 in)',b'178 g (6.28 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.4 inches, 101.4 cm2 (~84.0% screen-to-body ratio)'",b'1080 x 2310 pixels (~398 ppi density)',b'CDMA 800 & TD-SCDMA',"b'Android 9.0 (Pie), EMUI 9.1'",b'Kirin 710F (12 nm)',b'Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC (uses shared SIM slot)',"b'128GB 6GB RAM, 128GB 8GB RAM'",,,"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",b'Charging 10W',"b'Black, Gradient Blue, Red'",,"b'GLK-LX1, GLK-LX2, GLK-LX3, GLK-LX1U, GLK-AL00, GLK-TL00'",b'About 260 EUR',"b'24 MP, f/1.8, 27mm (wide), PDAF 8 MP, (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'","b'24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9\xc2\xb5m'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Y9 Prime (2019)',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-y9-prime-2019-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only)',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat12 600/50 Mbps'","b'2019, August 01'","b'Available. Released 2019, August 05'",b'163.5 x 77.3 x 8.9 mm (6.44 x 3.04 x 0.35 in)',b'196.8 g (6.95 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.59 inches, 106.6 cm2 (~84.3% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)'",b'eMMC',"b'Android 9.0 (Pie), upgradable to Android 10, Magic UI 2.1'",b'Kirin 710F (12 nm)',b'Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC (dedicated slot)',"b'64GB 4GB RAM, 128GB 4GB RAM'",,"b'16 MP, f/1.8, (wide), PDAF 8 MP, f/2.4, 13mm (ultrawide) 2 MP, f/2.4, (depth)'","b'LED flash, HDR, panorama'",b'1080p@30fps',,,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS'",b'No',,b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,"b'Emerald Green, Midnight Black, Sapphire Blue'",,"b'STK-L21, STK-L22, STK-LX3'","b'$\xe2\x80\x89299.00 / \xe2\x82\xb9\xe2\x80\x8915,499'",,"b'Motorized pop-up 16 MP, f/2.0'",,,,,,,,"b'Glass front, plastic back'",,,,,b'$\xe2\x80\x89299.00',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei P20 lite (2019)',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-p20-lite-2019-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 3, 4, 5, 7, 8, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, June'","b'Available. Released 2019, July'",b'159.1 x 75.9 x 8.3 mm (6.26 x 2.99 x 0.33 in)',b'178 g (6.28 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.4 inches, 101.4 cm2 (~84.0% screen-to-body ratio)'",b'1080 x 2310 pixels (~398 ppi density)',,"b'Android 9.0 (Pie), EMUI 9.1'",b'Kirin 710 (12 nm)',b'Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC (uses shared SIM slot)',"b'64GB 4GB RAM, 128GB 4GB RAM'",,,"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes (market/region dependent)',,b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",b'Fast charging 18W',"b'Midnight Black, Crush Blue, Charming Red'",,,b'About 280 EUR',"b'16 MP, f/1.8, PDAF 8 MP, (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'","b'16 MP, f/2.2'",,,,,,,,"b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
