Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,,Quad,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,SAR,Price,Dual,Features_1,Single_1,Build,Talk time,Stand-by,Infrared port,Music play,SAR EU,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,_1,_1_1,Keyboard,Browser,Display,Camera,Battery life,Performance,Loudspeaker_1,Audio quality,Alert types,Languages,Clock,Alarm,5G bands,Triple,128GB 6GB RAM,128GB 4GB RAM,32GB 3GB RAM,64GB 4GB RAM,32GB 2GB RAM,256GB 8GB RAM,256GB 12GB RAM,256GB 6GB RAM,Dual_1,Stand-by_1,Talk time_1
b'motorola',b'Motorola Moto E (2020)',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-e-2020.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 25, 26, 30, 66, 71'","b'HSPA 42.2/5.76 Mbps, LTE'","b'2020, June 05'","b'Available. Released 2020, June 10'",b'159.8 x 76.6 x 8.7 mm (6.29 x 3.02 x 0.34 in)',b'185 g (6.53 oz)',b'Nano-SIM',b'IPS LCD',"b'6.2 inches, 95.9 cm2 (~78.4% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~271 ppi density)'",,b'Android 10',b'Qualcomm SDM632 Snapdragon 632 (14 nm)',b'Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver)',b'Adreno 506',b'microSDXC (dedicated slot)',b'32GB 2GB RAM',b'CDMA 800 / 1900',,"b'LED flash, HDR, panorama'",b'1080p@30/60fps',"b'5 MP, f/2.0, 1.12\xc2\xb5m'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, LTEPP, SUPL'",b'No',,b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 3550 mAh, non-removable'",,b'Midnight Blue',,,b'$\xe2\x80\x8989.99',"b'13 MP, f/2.0, 1/3.1"", 1.12\xc2\xb5m, PDAF 2 MP, f/2.2, (depth)'",b'HDR',,"b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,b'CDMA2000 1xEV-DO',b'eMMC 5.1',,,,,,,,,,,,,,,,,,,b'$\xe2\x80\x8989.99',,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola Moto G Pro',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-stylus-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 29, 30, 38, 39, 40, 41, 66, 71'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps'","b'2020, May 26'","b'Available. Released 2020, June 15'",b'158.6 x 75.8 x 9.2 mm (6.24 x 2.98 x 0.36 in)',b'192 g (6.77 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.4 inches, 100.7 cm2 (~83.7% screen-to-body ratio)'",b'1080 x 2300 pixels (~399 ppi density)',,"b'Android 10, upgradable to Android 11, Android One'",b'Qualcomm SDM665 Snapdragon 665 (11 nm)',b'Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)',b'Adreno 610',b'microSDXC (uses shared SIM slot)',b'128GB 4GB RAM',b'Stylus Water-repellent coating',,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60/120fps, 1080p@30fps (gyro-EIS)'","b'16 MP, f/2.0, (wide), 1/3.06"", 1.0\xc2\xb5m'",b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS, GALILEO'",b'Yes',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity'","b'Li-Po 4000 mAh, non-removable'",b'Fast charging 15W',b'Mystic indigo',,,b'$\xe2\x80\x89248.40 / \xe2\x82\xac\xe2\x80\x89221.63 / \xc2\xa3\xe2\x80\x89179.99',,b'HDR',,"b'Glass front, plastic back, aluminum frame (6000 series)'",,,,,,,,,,,,,,,,,b'Contrast ratio: 1422:1',b'Photo / Video',b'Endurance rating 88h',b'AnTuTu: 173611 (v8) GeekBench: 1385 (v5.1) GFXBench: 6.6fps (ES 3.1 onscreen)',b'-24.5 LUFS (Very good)',,,,,,,"b'48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF, Laser AF 16 MP, f/2.2, 117\xcb\x9a (ultrawide), dedicated video camera (1080p) 2 MP, f/2.2, (macro)'",,b'$\xe2\x80\x89248.40',,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola Edge+',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-edge-plus.jpg',b'GSM / CDMA / HSPA / EVDO / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 26, 28, 29, 30, 34, 38, 39, 40, 41, 42, 46, 66, 71 - Global'","b'HSPA 42.2/5.76 Mbps, LTE-A (6CA) Cat20 2000/200 Mbps, 5G 4 Gbps DL'","b'2020, April 22'","b'Available. Released 2020, May 14'",b'161.1 x 71.4 x 9.6 mm (6.34 x 2.81 x 0.38 in)',b'203 g (7.16 oz)',b'Nano-SIM',"b'OLED, 1B colors, 90Hz, HDR10+'","b'6.7 inches, 110.2 cm2 (~95.8% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~385 ppi density)'",b'Corning Gorilla Glass 5',b'Android 10',b'Qualcomm SM8250 Snapdragon 865 (7 nm+)',b'Octa-core (1x2.84 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585)',b'Adreno 650',b'No',b'256GB 12GB RAM',b'CDMA 800 / 1900',"b'108 MP, f/1.8, (wide), 1/1.33"", 0.8\xc2\xb5m, PDAF, OIS 8 MP, f/2.4, 81mm (telephoto), 3x optical zoom, PDAF, OIS 16 MP, f/2.2, 13mm (ultrawide), 1.0\xc2\xb5m, AF TOF 3D, (depth)'","b'Dual-LED dual-tone flash, panorama, HDR'","b'6K@30fps, 4K@30fps, 1080p@30/60/120fps, gyro-EIS'","b'25 MP, f/2.0, (wide), 0.9\xc2\xb5m'",b'1080p@30/120fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO'",b'Yes',b'No',b'USB Type-C 3.1',"b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer'","b'Li-Po 5000 mAh, non-removable'",b'Fast charging 18W Fast wireless charging 15W Reverse wireless charging 5W',"b'Smokey Sangria, Thunder Grey, Baltic Gray'",,,"b'\xe2\x82\xb9\xe2\x80\x8958,499'",,b'HDR',,"b'Glass front (Gorilla Glass 5), aluminum frame'",,,,,,,,,,,,,b'HSDPA 850 / 900 / 1900 / 2100 - Verizon',b'UFS 3.0',,,b'Contrast ratio: Infinite (nominal)',b'Photo / Video',b'Endurance rating 100h',b'AnTuTu: 574155 (v8) GeekBench: 3295 (v5.1) GFXBench: 48fps (ES 3.1 onscreen)',b'-25.3 LUFS (Very good)',,,,,,"b'5, 41, 66, 71, 77, 78 Sub6 - Global'",,,,,,,,"b'\xe2\x82\xb9\xe2\x80\x8958,499'",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola Edge',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-edge-midnight-magenta.jpg',b'GSM / CDMA / HSPA / EVDO / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 26, 28, 32, 38, 39, 40, 41, 66, 71'","b'HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat16 1000/150 Mbps, 5G'","b'2020, April 22'","b'Available. Released 2020, May 29'",b'161.6 x 71.1 x 9.3 mm (6.36 x 2.80 x 0.37 in)',b'188 g (6.63 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'OLED, 90Hz, HDR10'","b'6.7 inches, 110.2 cm2 (~95.9% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~385 ppi density)'",b'Corning Gorilla Glass 5',b'Android 10',b'Qualcomm SM7250 Snapdragon 765G (7 nm)',b'Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver)',b'Adreno 620',b'microSDXC (uses shared SIM slot)',"b'128GB 4GB RAM, 128GB 6GB RAM, 256GB 6GB RAM'",b'CDMA 800 / 1900',"b'64 MP, f/1.8, (wide), 1/1.72"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.4, 52mm (telephoto), 1.12\xc2\xb5m, 2x optical zoom, PDAF 16 MP, f/2.2, 13mm (ultrawide), 1.0\xc2\xb5m TOF 3D, (depth)'","b'LED flash, panorama, HDR'","b'4K@30fps, 1080p@30/60fps'","b'25 MP, f/2.0, (wide), 0.9\xc2\xb5m'",b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS, LTEPP, SUPL'",b'Yes',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (under display, optical), accelerometer, gyro, proximity'","b'Li-Po 4500 mAh, non-removable'",b'Fast charging 18W',"b'Solar Black, Midnight Magenta'",b'XT2063-3',,b'$\xe2\x80\x89439.99 / \xe2\x82\xac\xe2\x80\x89449.99 / \xc2\xa3\xe2\x80\x89449.95',,b'HDR',,"b'Glass front (Gorilla Glass 5), aluminum frame, plastic back'",,,,,,,,,,,,,b'CDMA2000 1xEV-DO',b'UFS 2.1',,,b'Contrast ratio: Infinite (nominal)',b'Photo / Video',b'Endurance rating 102h',b'AnTuTu: 305989 (v8) GeekBench: 1862 (v5.1) GFXBench: 18fps (ES 3.1 onscreen)',b'-30.4 LUFS (Below average)',,,,,,"b'1, 2, 3, 5, 7, 25, 28, 38, 41, 66, 71, 78 Sub6'",,b'$\xe2\x80\x89439.99',,,,,,,b'$\xe2\x80\x89494.03',,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola Moto G8 Power Lite',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g8-power-lite.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',b'LTE',"b'HSPA 42.2/5.76 Mbps, LTE'","b'2020, April 03'","b'Available. Released 2020, April 03'",b'164.9 x 75.8 x 9.2 mm (6.49 x 2.98 x 0.36 in)',b'200 g (7.05 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.5 inches, 102.8 cm2 (~82.2% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~269 ppi density)'",,b'Android 9.0 (Pie)',b'Mediatek MT6765 Helio P35 (12nm)',b'Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)',b'PowerVR GE8320',b'microSDXC (dedicated slot)',b'64GB 4GB RAM',b'Water-repellent coating',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'8 MP, f/2.0, (wide), 1.12\xc2\xb5m'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, LTEPP, SUPL'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity'","b'Li-Po 5000 mAh, non-removable'",b'Charging 10W',"b'Arctic Blue, Royal Blue'",b'XT2055-2',,b'$\xe2\x80\x89174.95 / \xe2\x82\xac\xe2\x80\x89142.89 / \xc2\xa3\xe2\x80\x8999.95',,b'HDR',,"b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,b'eMMC 5.1',,,,,,,,,,,,,,,"b'16 MP, f/2.0, (wide), 1.0\xc2\xb5m, PDAF 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'",,,,b'$\xe2\x80\x89174.95',,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola Moto E6s (2020)',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-e6s-2020.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20, 38, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, March 17'","b'Available. Released 2020, April 27'",b'155.6 x 73 x 8.5 mm (6.13 x 2.87 x 0.33 in)',b'160 g (5.64 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.1 inches, 91.3 cm2 (~80.4% screen-to-body ratio)'","b'720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)'",,b'Android 9.0 (Pie)',b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC (dedicated slot)',"b'32GB 2GB RAM, 64GB 4GB RAM'",b'Water-repellent coating',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'5 MP, f/2.2, 1.12\xc2\xb5m'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 3000 mAh, removable'",,"b'Peacock Blue, Sunrise Red'",,,b'$\xe2\x80\x89100.07 / \xc2\xa3\xe2\x80\x8999.99',"b'13 MP, f/2.2, 1/3.1"", 1.12\xc2\xb5m, PDAF 2 MP, (depth)'","b'HDR , panorama'",,"b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,b'eMMC 5.1',,,,,,,,,,,,,,,,,,,b'$\xe2\x80\x89358.50',b'$\xe2\x80\x89100.07',,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola Moto G8',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g8.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 20, 38, 40, 41 - Europe'","b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, March 05'","b'Available. Released 2020, March 05'",b'161.3 x 75.8 x 9 mm (6.35 x 2.98 x 0.35 in)',b'188.3 g (6.63 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.4 inches, 100.5 cm2 (~82.2% screen-to-body ratio)'","b'720 x 1560 pixels, 19.5:9 ratio (~268 ppi density)'",,b'Android 10',b'Qualcomm SM6125 Snapdragon 665 (11 nm)',b'Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)',b'Adreno 610',b'microSDXC (uses shared SIM slot)',b'64GB 4GB RAM',"b'1, 2, 3, 4, 5, 7, 8, 28, 66 - USA'",,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60fps'","b'8 MP, f/2.0, 1.12\xc2\xb5m'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS, GALILEO'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity'","b'Li-Po 4000 mAh, non-removable'",b'Charging 10W',"b'White Prism, Capri Blue, Pearl White, Neon Blue'",b'XT2045-1',,b'\xe2\x82\xac\xe2\x80\x89156.00 / \xc2\xa3\xe2\x80\x89119.99',,b'HDR',,"b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,b'Water-repellent coating',b'eMMC 5.1',,,,,,,,,,,,,,"b'16 MP, f/1.7, (wide), 1/2.8"", 1.12\xc2\xb5m, PDAF, Laser AF 8 MP, f/2.2, 118\xcb\x9a (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.2, (macro)'",,,,b'\xe2\x82\xac\xe2\x80\x89156.00',,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola Moto G Stylus',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-stylus-.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 29, 30, 38, 39, 40, 41, 66, 71'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps'","b'2020, February 07'","b'Available. Released 2020, April 16'",b'158.6 x 75.8 x 9.2 mm (6.24 x 2.98 x 0.36 in)',b'192 g (6.77 oz)',b'Nano-SIM',b'IPS LCD',"b'6.4 inches, 100.7 cm2 (~83.7% screen-to-body ratio)'",b'1080 x 2300 pixels (~399 ppi density)',,b'Android 10',b'Qualcomm SDM665 Snapdragon 665 (11 nm)',b'Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)',b'Adreno 610',b'microSDXC (dedicated slot)',b'128GB 4GB RAM',b'CDMA 800 / 1900',,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60/120fps, 1080p@30fps (gyro-EIS)'","b'16 MP, f/2.0, (wide), 1/3.06"", 1.0\xc2\xb5m'",b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS, GALILEO'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity'","b'Li-Po 4000 mAh, non-removable'",b'Charging 10W',b'Mystic indigo',"b'XT2043, XT2043-4'",,b'$\xe2\x80\x89179.99 / \xe2\x82\xac\xe2\x80\x8965.98',,b'HDR',,"b'Glass front, plastic back, aluminum frame (6000 series)'",,,,,,,,,,,,,b'CDMA2000 1xEV-DO',b'Stylus Water-repellent coating',,,,,,,,,,,,,,"b'48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF, Laser AF 16 MP, f/2.2, 117\xcb\x9a (ultrawide), dedicated video camera (1080p) 2 MP, f/2.2, (macro)'",,b'$\xe2\x80\x89179.99',,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola Moto G Power',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-power.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 29, 30, 38, 39, 40, 41, 66, 71'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps'","b'2020, February 07'","b'Available. Released 2020, April 17'",b'159.9 x 75.8 x 9.6 mm (6.30 x 2.98 x 0.38 in)',b'199 g (7.02 oz)',b'Nano-SIM',b'IPS LCD',"b'6.4 inches, 100.7 cm2 (~83.0% screen-to-body ratio)'",b'1080 x 2300 pixels (~399 ppi density)',,b'Android 10',b'Qualcomm SDM665 Snapdragon 665 (11 nm)',b'Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)',b'Adreno 610',b'microSDXC (dedicated slot)',b'64GB 4GB RAM',b'CDMA 800 / 1900',,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60fps, 1080p@30fps (gyro-EIS)'","b'16 MP, f/2.0, (wide), 1/3.06"", 1.0\xc2\xb5m'",b'1080p@30/120fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS, GALILEO'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity'","b'Li-Po 5000 mAh, non-removable'",b'Charging 10W',b'Smoke Black',b'XT2041DL',,b'$\xe2\x80\x89129.99',,b'HDR',,"b'Glass front, plastic back, aluminum frame (6000 series)'",,,,,,,,,,,,,b'CDMA2000 1xEV-DO',b'eMMC 5.1',,,,,,,,,,,,,,"b'16 MP, f/1.7, (wide), 1/2.8"", 1.12\xc2\xb5m, PDAF 8 MP, f/2.2, 118\xcb\x9a (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.2, (macro)'",,,,b'$\xe2\x80\x89129.99',,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola Moto G8 Power',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-power-r.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 28, 66'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps'","b'2020, February 07'","b'Available. Released 2020, April 16'",b'156 x 75.8 x 9.6 mm (6.14 x 2.98 x 0.38 in)',b'197 g (6.95 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.4 inches, 100.7 cm2 (~85.1% screen-to-body ratio)'",b'1080 x 2300 pixels (~399 ppi density)',,"b'Android 10, upgradable to Android 11'",b'Qualcomm SDM665 Snapdragon 665 (11 nm)',b'Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)',b'Adreno 610',b'microSDXC (uses shared SIM slot)',b'64GB 4GB RAM',"b'1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41'","b'16 MP, f/1.7, (wide), 1/2.8"", 1.12\xc2\xb5m, PDAF 8 MP, f/2.2, (telephoto), 1/4.0"", 1.12\xc2\xb5m, PDAF, 2x optical zoom 8 MP, f/2.2, 118\xcb\x9a (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.2, (macro)'","b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60fps, 1080p@30fps (gyro-EIS)'","b'16 MP, f/2.0, (wide), 1/3.06"", 1.0\xc2\xb5m'",b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS, GALILEO'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity'","b'Li-Po 5000 mAh, non-removable'",b'Fast charging 18W',"b'Smoke Black, Capri Blue'",,,b'$\xe2\x80\x89169.99 / \xe2\x82\xac\xe2\x80\x89168.00 / \xc2\xa3\xe2\x80\x89155.00',,b'HDR',,"b'Glass front, plastic back, aluminum frame (6000 series)'",,,,,,,,,,,,,b'Water-repellent coating',b'eMMC 5.1',,,b'Contrast ratio: 1466:1 (nominal)',b'Photo / Video',b'Endurance rating 136h',b'AnTuTu: 173607 (v8) GeekBench: 1394 (v5.1) GFXBench: 6.6fps (ES 3.1 onscreen)',b'-24.6 LUFS (Very good)',,,,,,,,,,,b'$\xe2\x80\x89169.99',,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
